user_id,timestamp,event_name,session_id,device,page_url,duration
user_103,2025-04-26 13:47:41.718266,purchase_complete,session_52,tablet,https://example.com/purchase,76
user_615,2025-05-05 06:47:41.718715,homepage_view,session_83,tablet,https://example.com/homepage,92
user_872,2025-05-01 22:47:41.719023,product_click,session_24,mobile,https://example.com/product,6
user_414,2025-05-13 12:47:41.719306,homepage_view,session_38,mobile,https://example.com/homepage,165
user_253,2025-04-27 18:47:41.719578,homepage_view,session_89,tablet,https://example.com/homepage,174
user_783,2025-05-13 11:47:41.719854,homepage_view,session_62,desktop,https://example.com/homepage,55
user_244,2025-05-18 13:47:41.720122,product_click,session_64,mobile,https://example.com/product,55
user_841,2025-05-11 16:47:41.720392,homepage_view,session_39,mobile,https://example.com/homepage,64
user_777,2025-04-27 02:47:41.720663,homepage_view,session_90,tablet,https://example.com/homepage,176
user_943,2025-05-22 08:47:41.720935,checkout_start,session_35,desktop,https://example.com/checkout,108
user_390,2025-04-29 22:47:41.721228,product_click,session_54,desktop,https://example.com/product,150
user_162,2025-05-09 19:47:41.721503,checkout_start,session_74,desktop,https://example.com/checkout,99
user_456,2025-05-04 18:47:41.721787,homepage_view,session_78,mobile,https://example.com/homepage,44
user_749,2025-05-13 01:47:41.722264,product_click,session_82,desktop,https://example.com/product,128
user_157,2025-05-17 09:47:41.722567,homepage_view,session_15,mobile,https://example.com/homepage,75
user_648,2025-05-18 07:47:41.722850,homepage_view,session_88,tablet,https://example.com/homepage,85
user_419,2025-04-28 03:47:41.723138,product_click,session_33,desktop,https://example.com/product,45
user_201,2025-05-02 11:47:41.723411,product_click,session_72,mobile,https://example.com/product,52
user_574,2025-05-25 07:47:41.723681,product_click,session_88,desktop,https://example.com/product,39
user_613,2025-04-29 11:47:41.723950,cart_add,session_47,mobile,https://example.com/cart,9
user_767,2025-04-30 00:47:41.724219,product_click,session_14,mobile,https://example.com/product,19
user_892,2025-04-27 06:47:41.724486,homepage_view,session_77,tablet,https://example.com/homepage,56
user_734,2025-04-27 06:47:41.724753,product_click,session_23,tablet,https://example.com/product,175
user_525,2025-04-28 08:47:41.725019,product_click,session_32,tablet,https://example.com/product,90
user_682,2025-04-27 22:47:41.725291,homepage_view,session_45,mobile,https://example.com/homepage,138
user_556,2025-04-29 11:47:41.725560,checkout_start,session_84,tablet,https://example.com/checkout,132
user_348,2025-04-30 14:47:41.725828,homepage_view,session_89,mobile,https://example.com/homepage,133
user_973,2025-05-21 09:47:41.726097,homepage_view,session_3,tablet,https://example.com/homepage,141
user_819,2025-05-02 01:47:41.726388,homepage_view,session_44,tablet,https://example.com/homepage,122
user_692,2025-05-24 07:47:41.726659,purchase_complete,session_62,desktop,https://example.com/purchase,43
user_113,2025-05-23 12:47:41.726942,homepage_view,session_56,mobile,https://example.com/homepage,6
user_855,2025-05-23 13:47:41.727232,checkout_start,session_96,tablet,https://example.com/checkout,130
user_684,2025-05-02 23:47:41.727501,purchase_complete,session_90,tablet,https://example.com/purchase,72
user_184,2025-05-24 04:47:41.727770,cart_add,session_17,mobile,https://example.com/cart,120
user_982,2025-04-29 04:47:41.728037,cart_add,session_11,mobile,https://example.com/cart,128
user_464,2025-05-07 07:47:41.728304,checkout_start,session_93,tablet,https://example.com/checkout,168
user_511,2025-05-17 09:47:41.728571,homepage_view,session_19,tablet,https://example.com/homepage,56
user_936,2025-04-27 16:47:41.728837,checkout_start,session_39,mobile,https://example.com/checkout,15
user_151,2025-04-27 18:47:41.729136,checkout_start,session_31,tablet,https://example.com/checkout,11
user_346,2025-05-14 05:47:41.729466,homepage_view,session_60,mobile,https://example.com/homepage,52
user_37,2025-05-06 18:47:41.730041,product_click,session_32,mobile,https://example.com/product,103
user_208,2025-05-24 14:47:41.730360,checkout_start,session_3,desktop,https://example.com/checkout,124
user_587,2025-05-01 07:47:41.730647,cart_add,session_72,desktop,https://example.com/cart,116
user_153,2025-05-23 12:47:41.730922,homepage_view,session_93,desktop,https://example.com/homepage,86
user_163,2025-05-24 20:47:41.731193,purchase_complete,session_80,mobile,https://example.com/purchase,72
user_277,2025-05-24 18:47:41.731468,cart_add,session_48,tablet,https://example.com/cart,149
user_460,2025-05-12 04:47:41.731737,homepage_view,session_59,tablet,https://example.com/homepage,26
user_230,2025-05-23 13:47:41.732005,checkout_start,session_51,tablet,https://example.com/checkout,31
user_798,2025-05-09 15:47:41.732271,product_click,session_97,mobile,https://example.com/product,65
user_516,2025-04-27 20:47:41.732569,cart_add,session_35,mobile,https://example.com/cart,176
user_373,2025-05-01 17:47:41.732837,homepage_view,session_6,mobile,https://example.com/homepage,41
user_302,2025-04-26 13:47:41.733105,product_click,session_53,mobile,https://example.com/product,120
user_928,2025-05-08 00:47:41.733372,homepage_view,session_87,tablet,https://example.com/homepage,132
user_735,2025-05-07 19:47:41.733641,product_click,session_54,desktop,https://example.com/product,28
user_854,2025-04-29 17:47:41.733912,homepage_view,session_23,tablet,https://example.com/homepage,134
user_104,2025-04-27 00:47:41.734180,homepage_view,session_33,desktop,https://example.com/homepage,43
user_759,2025-05-13 03:47:41.734448,cart_add,session_26,mobile,https://example.com/cart,156
user_825,2025-05-11 18:47:41.734719,cart_add,session_36,mobile,https://example.com/cart,12
user_654,2025-05-24 08:47:41.734987,checkout_start,session_76,tablet,https://example.com/checkout,96
user_800,2025-04-29 12:47:41.735254,product_click,session_87,tablet,https://example.com/product,157
user_314,2025-05-10 12:47:41.735521,homepage_view,session_58,desktop,https://example.com/homepage,74
user_444,2025-05-22 04:47:41.735788,cart_add,session_97,mobile,https://example.com/cart,107
user_877,2025-05-03 02:47:41.736053,product_click,session_96,tablet,https://example.com/product,103
user_820,2025-05-06 17:47:41.736318,purchase_complete,session_16,desktop,https://example.com/purchase,162
user_120,2025-05-20 13:47:41.736602,product_click,session_63,desktop,https://example.com/product,94
user_830,2025-04-30 09:47:41.736871,product_click,session_23,mobile,https://example.com/product,133
user_751,2025-05-01 02:47:41.737146,homepage_view,session_34,desktop,https://example.com/homepage,52
user_237,2025-05-03 11:47:41.737612,purchase_complete,session_1,tablet,https://example.com/purchase,73
user_963,2025-04-30 20:47:41.737914,product_click,session_76,tablet,https://example.com/product,90
user_220,2025-04-29 18:47:41.738196,homepage_view,session_69,desktop,https://example.com/homepage,148
user_341,2025-05-03 00:47:41.738499,homepage_view,session_39,desktop,https://example.com/homepage,105
user_758,2025-04-29 15:47:41.738769,checkout_start,session_69,tablet,https://example.com/checkout,142
user_442,2025-05-09 18:47:41.739036,checkout_start,session_96,mobile,https://example.com/checkout,8
user_759,2025-05-01 22:47:41.739303,homepage_view,session_2,tablet,https://example.com/homepage,88
user_690,2025-05-20 22:47:41.739597,product_click,session_35,mobile,https://example.com/product,175
user_835,2025-05-13 21:47:41.739868,purchase_complete,session_65,desktop,https://example.com/purchase,47
user_12,2025-05-02 17:47:41.740135,homepage_view,session_95,mobile,https://example.com/homepage,39
user_90,2025-05-23 15:47:41.740404,homepage_view,session_8,desktop,https://example.com/homepage,94
user_617,2025-05-12 23:47:41.740671,homepage_view,session_7,mobile,https://example.com/homepage,118
user_413,2025-05-16 05:47:41.740943,product_click,session_36,mobile,https://example.com/product,168
user_457,2025-05-10 06:47:41.741211,cart_add,session_24,mobile,https://example.com/cart,103
user_978,2025-05-13 17:47:41.741478,homepage_view,session_96,desktop,https://example.com/homepage,41
user_695,2025-05-08 17:47:41.741743,cart_add,session_13,tablet,https://example.com/cart,109
user_62,2025-04-28 15:47:41.742010,cart_add,session_84,desktop,https://example.com/cart,145
user_177,2025-05-17 03:47:41.742292,purchase_complete,session_12,tablet,https://example.com/purchase,80
user_796,2025-05-09 13:47:41.742559,product_click,session_78,tablet,https://example.com/product,115
user_69,2025-05-02 18:47:41.742950,product_click,session_99,tablet,https://example.com/product,57
user_569,2025-05-12 05:47:41.743242,homepage_view,session_39,desktop,https://example.com/homepage,171
user_163,2025-05-10 22:47:41.743523,product_click,session_87,tablet,https://example.com/product,150
user_9,2025-05-11 21:47:41.743813,cart_add,session_74,mobile,https://example.com/cart,11
user_168,2025-05-24 05:47:41.744084,homepage_view,session_42,tablet,https://example.com/homepage,126
user_29,2025-05-03 14:47:41.744352,homepage_view,session_37,mobile,https://example.com/homepage,69
user_657,2025-05-06 22:47:41.744623,purchase_complete,session_71,desktop,https://example.com/purchase,163
user_182,2025-05-19 07:47:41.744940,product_click,session_39,desktop,https://example.com/product,23
user_173,2025-05-06 02:47:41.745722,product_click,session_13,desktop,https://example.com/product,62
user_829,2025-04-30 17:47:41.746309,cart_add,session_39,mobile,https://example.com/cart,96
user_409,2025-04-29 22:47:41.746593,product_click,session_56,mobile,https://example.com/product,138
user_685,2025-05-09 12:47:41.746867,product_click,session_32,tablet,https://example.com/product,153
user_213,2025-05-05 16:47:41.747138,checkout_start,session_75,tablet,https://example.com/checkout,151
user_47,2025-05-04 12:47:41.747407,product_click,session_49,tablet,https://example.com/product,5
user_886,2025-05-15 18:47:41.747675,checkout_start,session_3,mobile,https://example.com/checkout,16
user_968,2025-04-30 06:47:41.747942,homepage_view,session_76,mobile,https://example.com/homepage,12
user_90,2025-04-28 05:47:41.748209,homepage_view,session_8,desktop,https://example.com/homepage,32
user_41,2025-05-17 09:47:41.748498,product_click,session_64,tablet,https://example.com/product,149
user_724,2025-05-12 07:47:41.748768,product_click,session_77,mobile,https://example.com/product,145
user_253,2025-05-01 08:47:41.749039,checkout_start,session_6,mobile,https://example.com/checkout,51
user_10,2025-05-20 11:47:41.749305,checkout_start,session_56,tablet,https://example.com/checkout,113
user_801,2025-05-04 12:47:41.749570,product_click,session_65,tablet,https://example.com/product,15
user_827,2025-05-17 07:47:41.749836,product_click,session_27,mobile,https://example.com/product,102
user_511,2025-04-27 17:47:41.750110,homepage_view,session_1,tablet,https://example.com/homepage,10
user_709,2025-05-20 13:47:41.750379,cart_add,session_95,tablet,https://example.com/cart,27
user_677,2025-05-12 01:47:41.750646,cart_add,session_74,mobile,https://example.com/cart,89
user_878,2025-05-24 17:47:41.750914,purchase_complete,session_1,mobile,https://example.com/purchase,8
user_488,2025-05-19 08:47:41.751180,homepage_view,session_32,tablet,https://example.com/homepage,76
user_438,2025-05-14 05:47:41.751446,product_click,session_3,mobile,https://example.com/product,58
user_990,2025-05-10 11:47:41.751711,cart_add,session_94,mobile,https://example.com/cart,116
user_207,2025-05-20 08:47:41.751977,product_click,session_85,tablet,https://example.com/product,107
user_806,2025-04-28 15:47:41.752244,product_click,session_50,desktop,https://example.com/product,83
user_447,2025-04-27 11:47:41.752513,homepage_view,session_98,desktop,https://example.com/homepage,83
user_106,2025-05-15 17:47:41.752954,product_click,session_51,mobile,https://example.com/product,136
user_330,2025-05-19 13:47:41.753292,homepage_view,session_17,mobile,https://example.com/homepage,38
user_450,2025-05-10 11:47:41.753580,homepage_view,session_77,tablet,https://example.com/homepage,119
user_183,2025-05-18 06:47:41.753864,homepage_view,session_80,desktop,https://example.com/homepage,148
user_360,2025-05-22 16:47:41.754144,homepage_view,session_4,tablet,https://example.com/homepage,100
user_61,2025-05-15 12:47:41.754422,homepage_view,session_51,mobile,https://example.com/homepage,96
user_405,2025-04-29 20:47:41.754700,homepage_view,session_70,mobile,https://example.com/homepage,16
user_546,2025-05-16 19:47:41.754977,product_click,session_49,mobile,https://example.com/product,159
user_121,2025-05-09 17:47:41.755284,homepage_view,session_86,desktop,https://example.com/homepage,111
user_26,2025-04-26 14:47:41.755554,cart_add,session_36,mobile,https://example.com/cart,103
user_719,2025-04-29 11:47:41.755826,homepage_view,session_47,desktop,https://example.com/homepage,18
user_78,2025-04-28 15:47:41.756109,cart_add,session_88,desktop,https://example.com/cart,18
user_7,2025-05-10 21:47:41.756379,checkout_start,session_3,desktop,https://example.com/checkout,111
user_274,2025-05-21 00:47:41.756647,product_click,session_38,tablet,https://example.com/product,123
user_39,2025-05-13 17:47:41.756914,cart_add,session_57,desktop,https://example.com/cart,130
user_525,2025-05-16 21:47:41.757182,product_click,session_84,desktop,https://example.com/product,71
user_146,2025-05-16 01:47:41.757449,product_click,session_86,mobile,https://example.com/product,87
user_613,2025-05-13 04:47:41.757732,checkout_start,session_6,desktop,https://example.com/checkout,63
user_741,2025-05-02 18:47:41.758000,homepage_view,session_33,mobile,https://example.com/homepage,74
user_516,2025-05-01 11:47:41.758267,homepage_view,session_94,desktop,https://example.com/homepage,98
user_137,2025-05-02 04:47:41.758900,product_click,session_3,mobile,https://example.com/product,40
user_322,2025-05-03 17:47:41.759545,purchase_complete,session_84,tablet,https://example.com/purchase,138
user_606,2025-05-15 02:47:41.759845,cart_add,session_51,desktop,https://example.com/cart,83
user_26,2025-04-29 12:47:41.760122,cart_add,session_51,mobile,https://example.com/cart,74
user_836,2025-05-11 09:47:41.760871,homepage_view,session_19,mobile,https://example.com/homepage,144
user_90,2025-05-15 06:47:41.761291,homepage_view,session_14,mobile,https://example.com/homepage,130
user_845,2025-05-20 11:47:41.761594,homepage_view,session_3,desktop,https://example.com/homepage,14
user_650,2025-05-25 05:47:41.761871,homepage_view,session_44,desktop,https://example.com/homepage,88
user_329,2025-05-19 11:47:41.762143,homepage_view,session_17,tablet,https://example.com/homepage,156
user_419,2025-04-27 22:47:41.762413,homepage_view,session_94,mobile,https://example.com/homepage,66
user_946,2025-05-23 22:47:41.762693,checkout_start,session_78,tablet,https://example.com/checkout,141
user_995,2025-04-27 02:47:41.762962,checkout_start,session_35,desktop,https://example.com/checkout,64
user_779,2025-05-20 15:47:41.763236,cart_add,session_14,tablet,https://example.com/cart,169
user_379,2025-04-30 16:47:41.763511,product_click,session_78,mobile,https://example.com/product,46
user_296,2025-05-07 04:47:41.763780,product_click,session_72,desktop,https://example.com/product,36
user_865,2025-05-09 09:47:41.764074,product_click,session_23,mobile,https://example.com/product,157
user_503,2025-05-07 04:47:41.764343,product_click,session_66,tablet,https://example.com/product,43
user_646,2025-05-11 09:47:41.764622,product_click,session_67,desktop,https://example.com/product,19
user_478,2025-04-27 05:47:41.764890,cart_add,session_27,desktop,https://example.com/cart,101
user_411,2025-05-16 05:47:41.765157,homepage_view,session_55,desktop,https://example.com/homepage,70
user_635,2025-05-11 06:47:41.765424,homepage_view,session_74,desktop,https://example.com/homepage,145
user_877,2025-05-18 05:47:41.765698,product_click,session_88,tablet,https://example.com/product,161
user_157,2025-04-28 15:47:41.765967,product_click,session_47,mobile,https://example.com/product,134
user_755,2025-05-20 14:47:41.766234,product_click,session_36,tablet,https://example.com/product,31
user_11,2025-05-10 20:47:41.766507,homepage_view,session_74,desktop,https://example.com/homepage,27
user_363,2025-05-17 23:47:41.766773,checkout_start,session_12,desktop,https://example.com/checkout,115
user_460,2025-05-15 17:47:41.767040,cart_add,session_68,mobile,https://example.com/cart,76
user_604,2025-04-26 20:47:41.767306,product_click,session_31,desktop,https://example.com/product,55
user_296,2025-05-12 05:47:41.767580,checkout_start,session_41,tablet,https://example.com/checkout,5
user_405,2025-05-24 12:47:41.767848,cart_add,session_90,desktop,https://example.com/cart,61
user_567,2025-05-17 00:47:41.768294,product_click,session_40,tablet,https://example.com/product,57
user_436,2025-05-05 23:47:41.768604,homepage_view,session_57,mobile,https://example.com/homepage,39
user_806,2025-04-28 17:47:41.768889,product_click,session_2,tablet,https://example.com/product,166
user_640,2025-05-01 03:47:41.769166,homepage_view,session_43,tablet,https://example.com/homepage,156
user_180,2025-05-14 12:47:41.769442,homepage_view,session_70,mobile,https://example.com/homepage,33
user_666,2025-05-06 01:47:41.769717,homepage_view,session_28,mobile,https://example.com/homepage,85
user_689,2025-05-09 03:47:41.769985,product_click,session_20,tablet,https://example.com/product,108
user_769,2025-05-01 15:47:41.770252,homepage_view,session_96,tablet,https://example.com/homepage,127
user_318,2025-04-26 18:47:41.770749,product_click,session_32,mobile,https://example.com/product,177
user_424,2025-05-10 16:47:41.771057,homepage_view,session_19,desktop,https://example.com/homepage,119
user_194,2025-05-07 06:47:41.771341,product_click,session_92,desktop,https://example.com/product,170
user_897,2025-05-16 00:47:41.771622,checkout_start,session_8,tablet,https://example.com/checkout,135
