customer_id,order_date,order_amount,product_category,customer_acquisition_cost,profit_margin
CUST_00103,2025-04-14 21:55:30.374437,18.33,Groceries,97.9986509617487,0.15219018063664366
CUST_00436,2024-02-28 21:55:30.374437,16.15,Home,50.199218792281094,0.34247329812444616
CUST_00349,2024-07-22 21:55:30.374437,20.94,Home,33.36515286342362,0.26377613541774136
CUST_00271,2023-08-28 21:55:30.374437,9.39,Groceries,24.100470512513287,0.20249740809615427
CUST_00107,2024-01-10 21:55:30.374437,22.91,Electronics,35.870103765152656,0.28250333368883945
CUST_00072,2024-11-06 21:55:30.374437,16.32,Groceries,39.51275962343048,0.3219502376040375
CUST_00189,2024-10-05 21:55:30.374437,22.64,Clothing,48.1487269091018,0.20632833490625882
CUST_00021,2024-08-25 21:55:30.374437,24.53,Electronics,68.98664108931278,0.23982245246049236
CUST_00103,2024-03-22 21:55:30.374437,35.36,Home,34.584675047220436,0.11926396500103469
CUST_00122,2024-03-20 21:55:30.374437,21.15,Clothing,14.587908712180838,0.2791271608637438
CUST_00467,2025-03-25 21:55:30.374437,34.24,Books,43.59507504154476,0.2069221286656554
CUST_00215,2024-08-18 21:55:30.374437,17.1,Books,87.00666545431682,0.23005709428023632
CUST_00331,2025-01-13 21:55:30.374437,17.51,Books,54.85163597666954,0.22678018538407743
CUST_00459,2024-04-24 21:55:30.374437,19.19,Home,96.83053819708688,0.28972278662276285
CUST_00088,2024-04-24 21:55:30.374437,29.58,Groceries,55.32593779798586,0.2717396046863443
CUST_00373,2024-03-19 21:55:30.374437,27.54,Electronics,34.830893522966306,0.22663181433297042
CUST_00100,2024-04-15 21:55:30.374437,21.49,Home,27.39825975206931,0.10508650644721862
CUST_00360,2023-10-26 21:55:30.374437,10.87,Clothing,72.50720471070187,0.2862887843894138
CUST_00152,2025-02-23 21:55:30.374437,27.29,Clothing,58.27431571996927,0.36387324221029815
CUST_00131,2025-02-18 21:55:30.374437,13.06,Books,64.35990360958974,0.33086547147816936
CUST_00150,2024-10-23 21:55:30.374437,12.71,Electronics,77.9614110400718,0.3944846896750247
CUST_00309,2024-08-03 21:55:30.374437,11.37,Books,75.33131178384036,0.141722601406214
CUST_00258,2023-12-14 21:55:30.374437,19.27,Clothing,13.90269701514043,0.16675601583635613
CUST_00344,2025-05-27 21:55:30.374437,36.81,Clothing,82.23147147655254,0.2617802395665938
CUST_00492,2025-02-26 21:55:30.374437,12.4,Groceries,57.94329763465403,0.17076451070314197
CUST_00414,2023-07-25 21:55:30.374437,46.49,Groceries,45.253767773329535,0.11036493438450695
CUST_00294,2024-12-20 21:55:30.374437,31.66,Groceries,58.376748364126335,0.22068648284918385
CUST_00386,2023-12-20 21:55:30.374437,9.66,Books,65.12063036115924,0.18629342024619477
CUST_00192,2024-01-30 21:55:30.374437,16.59,Electronics,23.455567888641728,0.17912825369766486
CUST_00444,2024-07-04 21:55:30.374437,11.94,Groceries,47.56738557938005,0.38595184510727465
CUST_00277,2024-01-10 21:55:30.374437,28.01,Home,40.202758916936546,0.17153623487963487
CUST_00161,2024-04-01 21:55:30.374437,12.25,Groceries,41.53680503362346,0.13882977135621935
CUST_00460,2024-12-03 21:55:30.374437,8.93,Books,18.220144456657742,0.13759577737235534
CUST_00314,2024-08-27 21:55:30.374437,17.07,Electronics,24.385913920020737,0.3418972220465588
